frame,time_s,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
80,1.334959,0.577597,0.469655,-0.158370,0.999964,0.568685,0.465286,-0.131205,0.999923,0.567996,0.465198,-0.131232,0.999870,0.567366,0.465227,-0.131255,0.999900,0.566708,0.466726,-0.172030,0.999975,0.564629,0.467665,-0.172249,0.999968,0.562389,0.468690,-0.172342,0.999977,0.558768,0.471545,-0.010717,0.999851,0.550890,0.477780,-0.191807,0.999974,0.579919,0.474676,-0.111632,0.999920,0.577880,0.477423,-0.163849,0.999959,0.574274,0.490550,0.090871,0.999908,0.545202,0.513126,-0.299986,0.999978,0.602238,0.436302,0.154244,0.799972,0.549861,0.563334,-0.438328,0.992132,0.608262,0.386712,0.128581,0.865331,0.624470,0.597112,-0.489803,0.970993,0.603585,0.376139,0.108038,0.824589,0.642325,0.606770,-0.530979,0.946405,0.600651,0.375311,0.100101,0.823678,0.648585,0.604695,-0.525651,0.943711,0.603138,0.378700,0.115552,0.829067,0.643660,0.601251,-0.486281,0.925481,0.595849,0.607975,0.147040,0.999957,0.563327,0.614591,-0.146931,0.999967,0.669870,0.663736,0.038740,0.793289,0.604949,0.689026,-0.233415,0.991698,0.596535,0.728356,0.195551,0.868559,0.532018,0.754897,-0.120460,0.990293,0.565638,0.734599,0.206577,0.865059,0.505494,0.763057,-0.110868,0.962129,0.622572,0.750552,0.151880,0.911044,0.574629,0.777384,-0.214773,0.987529
81,1.351646,0.577844,0.471500,-0.170678,0.999963,0.569042,0.466937,-0.144876,0.999921,0.568306,0.466909,-0.144907,0.999866,0.567627,0.466982,-0.144932,0.999897,0.567194,0.468256,-0.187104,0.999975,0.565143,0.469174,-0.187315,0.999968,0.562938,0.470152,-0.187396,0.999977,0.558857,0.473031,-0.023245,0.999849,0.551414,0.479088,-0.205349,0.999974,0.579981,0.477129,-0.123618,0.999917,0.577990,0.479735,-0.177613,0.999958,0.576570,0.492347,0.090131,0.999908,0.545592,0.514009,-0.306874,0.999978,0.599113,0.436403,0.132555,0.812681,0.547115,0.563136,-0.441635,0.992110,0.601548,0.388248,0.093277,0.873989,0.624474,0.593206,-0.488598,0.970149,0.595878,0.376891,0.069462,0.832971,0.642263,0.601312,-0.529071,0.944153,0.592228,0.376360,0.063885,0.831295,0.649275,0.599667,-0.522069,0.941329,0.595630,0.381216,0.080727,0.836547,0.643444,0.596167,-0.484347,0.923039,0.600036,0.608851,0.145171,0.999958,0.566516,0.615989,-0.145075,0.999966,0.676683,0.663701,0.021401,0.801489,0.613999,0.689790,-0.252253,0.991594,0.595072,0.725821,0.199166,0.869455,0.536007,0.752952,-0.121312,0.989881,0.562228,0.730704,0.212890,0.866631,0.508101,0.758724,-0.109304,0.961634,0.621743,0.749010,0.169173,0.911079,0.571567,0.776764,-0.202378,0.987192
82,1.368333,0.577117,0.474722,-0.173787,0.999962,0.568291,0.470770,-0.151718,0.999917,0.567707,0.470688,-0.151741,0.999860,0.567143,0.470686,-0.151767,0.999891,0.566135,0.472041,-0.195321,0.999975,0.563925,0.472905,-0.195522,0.999968,0.561168,0.473846,-0.195600,0.999977,0.558917,0.476328,-0.032421,0.999843,0.550584,0.481540,-0.187532,0.999975,0.579403,0.480598,-0.129555,0.999914,0.576836,0.482965,-0.184249,0.999958,0.579266,0.495747,0.078357,0.999907,0.543539,0.518653,-0.277354,0.999978,0.593816,0.440773,0.070882,0.826561,0.545026,0.564505,-0.392547,0.992218,0.597480,0.391114,-0.006491,0.883158,0.624576,0.589918,-0.439671,0.970157,0.592248,0.381228,-0.039451,0.842518,0.643348,0.596658,-0.475184,0.943280,0.589121,0.378555,-0.042040,0.840291,0.650310,0.594054,-0.467847,0.940363,0.593143,0.384042,-0.018879,0.845284,0.643806,0.591802,-0.434250,0.922224,0.608098,0.609367,0.132830,0.999958,0.570812,0.616737,-0.132774,0.999965,0.681736,0.663933,-0.045208,0.809641,0.618474,0.690638,-0.264988,0.991316,0.593171,0.719954,0.176152,0.862609,0.538206,0.751886,-0.127288,0.988546,0.559710,0.722760,0.195584,0.861988,0.510691,0.756673,-0.114283,0.958463,0.617713,0.746330,0.166335,0.905605,0.571757,0.773550,-0.203539,0.985901
83,1.385020,0.575614,0.475183,-0.178627,0.999962,0.566726,0.471451,-0.156436,0.999916,0.566209,0.471340,-0.156453,0.999860,0.565673,0.471310,-0.156473,0.999890,0.564614,0.472814,-0.198970,0.999975,0.562455,0.473708,-0.199171,0.999969,0.559947,0.474622,-0.199243,0.999977,0.558474,0.476956,-0.038669,0.999846,0.550373,0.482716,-0.192602,0.999976,0.577726,0.480228,-0.133772,0.999915,0.575190,0.483516,-0.187011,0.999959,0.578537,0.495894,0.066080,0.999907,0.543963,0.518890,-0.275971,0.999979,0.591437,0.439267,0.076677,0.838663,0.542226,0.564195,-0.378192,0.992240,0.591869,0.390134,0.017785,0.890693,0.624686,0.586711,-0.432532,0.969972,0.584885,0.379912,-0.010236,0.850094,0.645114,0.592735,-0.470454,0.942747,0.581124,0.379388,-0.017620,0.847275,0.650936,0.589781,-0.464097,0.939826,0.584868,0.382535,0.004688,0.851964,0.644859,0.587957,-0.428040,0.922020,0.608824,0.612419,0.126892,0.999959,0.575303,0.618536,-0.126829,0.999966,0.689028,0.674132,-0.033148,0.816361,0.624905,0.692892,-0.254677,0.991019,0.582982,0.720937,0.202666,0.851083,0.543596,0.748841,-0.101447,0.986943,0.555814,0.722847,0.224276,0.854410,0.517743,0.751533,-0.093222,0.956573,0.603654,0.745860,0.204301,0.896543,0.571968,0.771900,-0.145053,0.984420
84,1.401707,0.574539,0.477475,-0.184205,0.999963,0.565679,0.473489,-0.160766,0.999918,0.565218,0.473444,-0.160805,0.999864,0.564825,0.473436,-0.160834,0.999893,0.563473,0.475108,-0.202535,0.999976,0.561280,0.476037,-0.202734,0.999970,0.558640,0.477039,-0.202806,0.999978,0.558283,0.479164,-0.039347,0.999853,0.549909,0.484938,-0.189835,0.999977,0.577081,0.483377,-0.138826,0.999917,0.574228,0.486237,-0.190532,0.999960,0.579545,0.499350,0.051896,0.999906,0.542950,0.522550,-0.264006,0.999979,0.588455,0.441383,0.054899,0.850128,0.537871,0.565036,-0.364961,0.992225,0.587991,0.390983,-0.011376,0.897848,0.624478,0.583223,-0.424283,0.969442,0.581009,0.381779,-0.042425,0.857557,0.645068,0.588479,-0.460865,0.941418,0.577887,0.380103,-0.047183,0.854252,0.650493,0.585681,-0.452451,0.938448,0.581641,0.384244,-0.023557,0.858553,0.644581,0.583891,-0.419083,0.920827,0.612189,0.614513,0.121609,0.999960,0.577206,0.620267,-0.121577,0.999966,0.689624,0.673351,-0.035677,0.821880,0.629952,0.694728,-0.254453,0.990732,0.583542,0.720278,0.202755,0.842444,0.546302,0.746141,-0.090452,0.985295,0.553945,0.715846,0.224886,0.848616,0.521536,0.747623,-0.091477,0.954666,0.599748,0.742465,0.214027,0.889030,0.571859,0.770321,-0.112151,0.982784
85,1.418394,0.574113,0.479185,-0.237209,0.999963,0.565327,0.475343,-0.212556,0.999919,0.564853,0.475353,-0.212608,0.999865,0.564451,0.475392,-0.212616,0.999894,0.562930,0.476855,-0.242209,0.999976,0.560653,0.477852,-0.242406,0.999971,0.558050,0.478853,-0.242452,0.999979,0.558305,0.481495,-0.079447,0.999856,0.549471,0.487575,-0.208584,0.999978,0.576741,0.485422,-0.185806,0.999919,0.573425,0.488160,-0.222165,0.999962,0.580604,0.501142,0.028784,0.999908,0.541879,0.524948,-0.278843,0.999980,0.585727,0.443340,0.035972,0.860619,0.532253,0.567320,-0.378342,0.992385,0.584275,0.392758,-0.041488,0.904097,0.624350,0.581107,-0.444969,0.969834,0.577712,0.382736,-0.076487,0.863605,0.644973,0.585209,-0.486017,0.941837,0.574877,0.382007,-0.081928,0.859714,0.650445,0.581645,-0.479208,0.938906,0.578400,0.386057,-0.053780,0.863625,0.644330,0.580218,-0.440920,0.921473,0.613214,0.614914,0.118472,0.999961,0.578208,0.621966,-0.118461,0.999967,0.694723,0.672041,-0.042344,0.826637,0.634919,0.696374,-0.248933,0.990074,0.583395,0.718108,0.221922,0.828421,0.548272,0.745117,-0.081513,0.983204,0.554972,0.717759,0.246264,0.840020,0.523029,0.747214,-0.065452,0.952037,0.597712,0.740610,0.227233,0.878535,0.574368,0.770165,-0.095256,0.981032
86,1.435081,0.573800,0.480394,-0.298347,0.999964,0.565195,0.476530,-0.273161,0.999921,0.564751,0.476454,-0.273214,0.999870,0.564386,0.476418,-0.273198,0.999896,0.562650,0.478356,-0.298873,0.999977,0.560342,0.479495,-0.299066,0.999972,0.557805,0.480576,-0.299098,0.999979,0.558367,0.482815,-0.133236,0.999862,0.549445,0.489841,-0.229615,0.999979,0.576631,0.486746,-0.244024,0.999922,0.573172,0.490225,-0.275343,0.999964,0.582395,0.502113,-0.012100,0.999910,0.540965,0.529965,-0.292984,0.999981,0.584810,0.444146,0.006927,0.871318,0.526751,0.570096,-0.399687,0.992679,0.580064,0.392105,-0.064130,0.910804,0.623842,0.577546,-0.502954,0.970818,0.572601,0.382316,-0.101152,0.870992,0.644701,0.580467,-0.546832,0.943241,0.569051,0.381867,-0.106331,0.866725,0.650150,0.576230,-0.540408,0.940368,0.572509,0.385770,-0.075418,0.870055,0.644185,0.575318,-0.499062,0.923208,0.615707,0.615510,0.114815,0.999961,0.580620,0.623470,-0.114818,0.999968,0.702427,0.671116,-0.059552,0.831485,0.637218,0.696473,-0.255152,0.989436,0.585750,0.713147,0.222585,0.815862,0.550585,0.745990,-0.074222,0.981034,0.556643,0.718257,0.249269,0.831669,0.523465,0.749224,-0.049581,0.949053,0.603542,0.739491,0.235723,0.868677,0.577186,0.770617,-0.093080,0.979135
87,1.451768,0.573916,0.481746,-0.270120,0.999963,0.565375,0.477927,-0.245480,0.999920,0.564898,0.477855,-0.245523,0.999869,0.564500,0.477809,-0.245522,0.999896,0.562861,0.479682,-0.275871,0.999977,0.560604,0.481230,-0.276066,0.999973,0.558113,0.482349,-0.276112,0.999980,0.558414,0.483825,-0.114178,0.999863,0.549636,0.490563,-0.222698,0.999979,0.576679,0.488012,-0.218855,0.999922,0.573236,0.491257,-0.257198,0.999964,0.582754,0.503185,0.005595,0.999906,0.541004,0.530891,-0.273108,0.999981,0.583431,0.445130,0.025889,0.879333,0.524371,0.570928,-0.383344,0.992818,0.579047,0.393417,-0.044423,0.915479,0.620323,0.574655,-0.502117,0.971292,0.571274,0.383781,-0.077830,0.875342,0.640370,0.577000,-0.544908,0.943858,0.568148,0.383394,-0.083627,0.870608,0.646495,0.572719,-0.537072,0.941029,0.571822,0.387274,-0.056008,0.873531,0.638857,0.572349,-0.498974,0.924096,0.617273,0.616650,0.112069,0.999960,0.582768,0.623916,-0.112096,0.999967,0.699466,0.672204,-0.061764,0.834982,0.639597,0.696709,-0.256903,0.988521,0.585842,0.714372,0.196809,0.804055,0.553042,0.745599,-0.072112,0.978209,0.556772,0.719332,0.221837,0.823113,0.524737,0.748705,-0.049450,0.945159,0.601974,0.739632,0.218738,0.858873,0.578966,0.770925,-0.101019,0.976508
88,1.468455,0.573880,0.483077,-0.284410,0.999964,0.565432,0.479376,-0.258685,0.999923,0.564954,0.479286,-0.258733,0.999873,0.564557,0.479245,-0.258723,0.999898,0.562925,0.481609,-0.284285,0.999978,0.560664,0.483019,-0.284473,0.999974,0.558207,0.484268,-0.284496,0.999980,0.558444,0.485339,-0.120950,0.999869,0.549739,0.492462,-0.225009,0.999980,0.576763,0.489460,-0.230905,0.999924,0.573296,0.492918,-0.262776,0.999966,0.583482,0.504028,-0.008523,0.999907,0.540430,0.534206,-0.267847,0.999981,0.582906,0.445967,0.006972,0.887584,0.524132,0.572006,-0.384394,0.992990,0.575751,0.393596,-0.065853,0.920387,0.618976,0.571987,-0.511563,0.972046,0.568289,0.383591,-0.102830,0.880297,0.638371,0.573136,-0.554114,0.944985,0.564794,0.383149,-0.106500,0.875203,0.644803,0.568453,-0.550781,0.942210,0.568061,0.386975,-0.076394,0.877813,0.636648,0.568883,-0.509803,0.925504,0.619277,0.617592,0.103800,0.999960,0.584039,0.624744,-0.103829,0.999967,0.705949,0.671676,-0.094835,0.842504,0.637901,0.697310,-0.257961,0.988024,0.590163,0.712575,0.180658,0.798157,0.555738,0.745550,-0.071800,0.976169,0.557067,0.715235,0.207081,0.817964,0.526714,0.748830,-0.046745,0.941503,0.604774,0.739076,0.200004,0.853243,0.581804,0.771226,-0.106456,0.974582
89,1.485142,0.573344,0.483564,-0.283991,0.999965,0.565021,0.480037,-0.257542,0.999925,0.564695,0.479928,-0.257581,0.999877,0.564379,0.479866,-0.257558,0.999901,0.562454,0.482469,-0.281793,0.999979,0.560183,0.483828,-0.281972,0.999975,0.557347,0.485225,-0.281983,0.999981,0.558483,0.485522,-0.118040,0.999873,0.549847,0.492990,-0.218656,0.999981,0.576394,0.489765,-0.230329,0.999927,0.572750,0.493272,-0.260210,0.999967,0.583681,0.504336,-0.007915,0.999905,0.540267,0.535885,-0.255247,0.999981,0.581740,0.446716,0.005726,0.894848,0.523657,0.572200,-0.393892,0.993185,0.573857,0.394240,-0.070351,0.924965,0.616820,0.566444,-0.563048,0.973113,0.567836,0.384574,-0.107874,0.885337,0.634637,0.566739,-0.612138,0.946790,0.564058,0.384410,-0.113502,0.880028,0.640106,0.562488,-0.608692,0.944109,0.567268,0.388014,-0.081234,0.882234,0.632802,0.563058,-0.562421,0.927763,0.622321,0.618074,0.098752,0.999961,0.585941,0.625255,-0.098781,0.999967,0.705192,0.671232,-0.115999,0.849894,0.643376,0.697497,-0.270261,0.987351,0.589789,0.713149,0.145773,0.794955,0.556810,0.744937,-0.073459,0.973759,0.557717,0.716070,0.170812,0.813601,0.527795,0.746510,-0.049415,0.937273,0.606261,0.739209,0.157783,0.849353,0.582116,0.771461,-0.113438,0.972461
90,1.501829,0.573254,0.484645,-0.316633,0.999967,0.565083,0.481044,-0.287167,0.999930,0.564784,0.480929,-0.287217,0.999885,0.564488,0.480825,-0.287164,0.999907,0.562320,0.484197,-0.308576,0.999980,0.559955,0.485732,-0.308729,0.999976,0.557145,0.487277,-0.308695,0.999982,0.559022,0.486336,-0.130932,0.999882,0.549819,0.495158,-0.221463,0.999982,0.576389,0.490844,-0.256618,0.999932,0.572348,0.494704,-0.282311,0.999969,0.585290,0.504503,-0.019830,0.999909,0.539286,0.539103,-0.254835,0.999982,0.582031,0.447221,-0.003128,0.901232,0.524562,0.572222,-0.401563,0.993621,0.573492,0.394633,-0.075040,0.928591,0.617033,0.558152,-0.620723,0.974925,0.565666,0.384576,-0.115496,0.888547,0.633656,0.555705,-0.675808,0.950007,0.561976,0.384251,-0.121927,0.882901,0.638016,0.551596,-0.671846,0.947452,0.565099,0.388143,-0.085637,0.885073,0.631614,0.552417,-0.620377,0.931805,0.627523,0.618581,0.088719,0.999962,0.587008,0.626042,-0.088735,0.999968,0.712090,0.670971,-0.145768,0.856400,0.646443,0.697595,-0.268634,0.986039,0.598095,0.712054,0.142062,0.783110,0.555720,0.745295,-0.072104,0.969581,0.564587,0.713631,0.170221,0.802592,0.529292,0.747271,-0.049296,0.930104,0.609472,0.739219,0.161003,0.839066,0.581939,0.771555,-0.115809,0.969048
91,1.518516,0.570516,0.492151,-0.308830,0.999963,0.564206,0.486478,-0.280318,0.999925,0.564269,0.485993,-0.280389,0.999875,0.564406,0.485338,-0.280390,0.999896,0.559356,0.489402,-0.299345,0.999978,0.556896,0.490435,-0.299500,0.999974,0.554091,0.491420,-0.299503,0.999980,0.559548,0.488708,-0.129471,0.999875,0.547733,0.498771,-0.205027,0.999981,0.574612,0.495315,-0.251029,0.999929,0.568465,0.501004,-0.273944,0.999969,0.594155,0.503864,-0.027861,0.999905,0.538161,0.540690,-0.234006,0.999981,0.582544,0.449761,-0.055044,0.904765,0.524143,0.572517,-0.386638,0.993631,0.573768,0.397074,-0.149284,0.929433,0.605596,0.556117,-0.581112,0.975321,0.567922,0.386867,-0.189373,0.887080,0.621700,0.551912,-0.629273,0.950407,0.565275,0.386282,-0.192902,0.880782,0.621928,0.549735,-0.626965,0.947853,0.567207,0.390169,-0.159057,0.883131,0.618502,0.549842,-0.580749,0.932067,0.629544,0.620262,0.079667,0.999961,0.586810,0.627502,-0.079653,0.999967,0.712979,0.670653,-0.165530,0.864302,0.647104,0.697021,-0.332126,0.985538,0.604493,0.709112,0.167445,0.769654,0.556312,0.744987,-0.110783,0.965059,0.570289,0.709197,0.198913,0.788892,0.531953,0.746851,-0.086258,0.919705,0.616921,0.738172,0.187425,0.825459,0.583350,0.771700,-0.158805,0.965007
92,1.535203,0.570562,0.491182,-0.289496,0.999961,0.564369,0.486133,-0.262053,0.999922,0.564393,0.485686,-0.262109,0.999871,0.564551,0.484997,-0.262112,0.999892,0.559778,0.489457,-0.286350,0.999978,0.557074,0.490635,-0.286523,0.999973,0.554417,0.491497,-0.286551,0.999980,0.560978,0.488038,-0.119739,0.999872,0.547785,0.497759,-0.184354,0.999980,0.574742,0.495017,-0.235102,0.999926,0.568648,0.499749,-0.265684,0.999967,0.596748,0.503663,-0.022126,0.999896,0.538248,0.541397,-0.216793,0.999978,0.583023,0.449865,-0.047271,0.907983,0.523557,0.571974,-0.389779,0.993540,0.573541,0.396953,-0.134851,0.930771,0.593247,0.550457,-0.599704,0.975480,0.566753,0.386613,-0.173585,0.887386,0.609442,0.546077,-0.649337,0.950541,0.564484,0.386091,-0.177576,0.880733,0.607575,0.542117,-0.646007,0.947993,0.567433,0.389976,-0.144841,0.883046,0.605590,0.542129,-0.600371,0.932214,0.630101,0.620592,0.078109,0.999960,0.590182,0.627515,-0.078101,0.999967,0.710587,0.670375,-0.151716,0.870591,0.647448,0.696683,-0.309630,0.984848,0.605462,0.710410,0.132795,0.767797,0.557721,0.743824,-0.108459,0.962073,0.571763,0.711718,0.159915,0.784004,0.533138,0.746237,-0.086923,0.912821,0.618248,0.739077,0.141468,0.822043,0.583703,0.771802,-0.163281,0.962259
93,1.551890,0.570819,0.491244,-0.281164,0.999961,0.564477,0.486172,-0.256427,0.999924,0.564658,0.485664,-0.256504,0.999873,0.565176,0.484914,-0.256541,0.999894,0.560046,0.489627,-0.276500,0.999978,0.557401,0.490842,-0.276642,0.999974,0.554770,0.491677,-0.276620,0.999980,0.562581,0.487696,-0.108232,0.999876,0.547925,0.497340,-0.172025,0.999981,0.574802,0.495152,-0.230827,0.999928,0.568993,0.499521,-0.250787,0.999968,0.595584,0.504041,-0.009509,0.999893,0.538390,0.540646,-0.212017,0.999978,0.583585,0.449994,-0.003105,0.909125,0.521518,0.571669,-0.392935,0.993673,0.574154,0.397276,-0.072117,0.931132,0.579528,0.544217,-0.602382,0.976292,0.567520,0.386741,-0.104510,0.886411,0.595561,0.540523,-0.651293,0.951935,0.565094,0.386347,-0.110772,0.879360,0.598549,0.536456,-0.647779,0.949444,0.568125,0.390291,-0.082602,0.881751,0.592085,0.537327,-0.602933,0.933993,0.632911,0.620140,0.083600,0.999960,0.593215,0.627062,-0.083590,0.999967,0.709855,0.668268,-0.115992,0.875371,0.648102,0.696381,-0.312085,0.984170,0.608973,0.711309,0.153510,0.766346,0.559331,0.743147,-0.137814,0.960723,0.574323,0.712660,0.178921,0.781468,0.534646,0.746071,-0.119919,0.908923,0.623741,0.739045,0.159813,0.820151,0.586428,0.771654,-0.205713,0.961198
94,1.568577,0.574031,0.492645,-0.273975,0.999964,0.567745,0.486567,-0.248871,0.999930,0.568294,0.485987,-0.248946,0.999883,0.569380,0.485193,-0.248993,0.999901,0.561678,0.489741,-0.274562,0.999980,0.558677,0.491014,-0.274727,0.999976,0.555598,0.492046,-0.274762,0.999981,0.566741,0.488209,-0.091581,0.999885,0.549231,0.499150,-0.170865,0.999982,0.577563,0.495804,-0.224506,0.999933,0.570610,0.501456,-0.247542,0.999971,0.596926,0.505368,-0.005712,0.999898,0.538419,0.540396,-0.214127,0.999979,0.584034,0.452282,0.006206,0.909920,0.516642,0.571341,-0.397516,0.994108,0.575574,0.397860,-0.071220,0.931845,0.577834,0.538579,-0.634157,0.977993,0.570340,0.386781,-0.106195,0.885859,0.594310,0.533284,-0.684516,0.955030,0.566560,0.386419,-0.107030,0.878250,0.596005,0.531922,-0.677467,0.952655,0.569788,0.390546,-0.079539,0.880864,0.591725,0.532322,-0.633114,0.938003,0.637160,0.619596,0.086203,0.999961,0.595173,0.626341,-0.086182,0.999968,0.710431,0.668668,-0.098558,0.877689,0.650602,0.696128,-0.332444,0.983093,0.607699,0.711890,0.177677,0.756059,0.558475,0.743368,-0.176653,0.959326,0.573260,0.712781,0.201535,0.774689,0.533460,0.746350,-0.160453,0.905654,0.622706,0.739520,0.160341,0.813127,0.585709,0.771761,-0.254248,0.960517
95,1.585264,0.576389,0.491468,-0.273317,0.999966,0.570816,0.485361,-0.245716,0.999936,0.571655,0.484808,-0.245758,0.999892,0.573004,0.484058,-0.245746,0.999908,0.563716,0.489021,-0.271101,0.999981,0.560354,0.490396,-0.271270,0.999978,0.556797,0.491648,-0.271303,0.999983,0.570018,0.487220,-0.088959,0.999894,0.550062,0.498453,-0.168420,0.999983,0.580014,0.495580,-0.219457,0.999938,0.571720,0.501235,-0.247265,0.999973,0.599437,0.504893,0.000068,0.999905,0.538850,0.539644,-0.200140,0.999981,0.585805,0.452267,0.017684,0.913267,0.514578,0.571028,-0.389098,0.994539,0.576722,0.396706,-0.046396,0.933696,0.571388,0.534924,-0.616771,0.979613,0.572076,0.386129,-0.078896,0.886957,0.586033,0.528363,-0.666097,0.958038,0.567147,0.384874,-0.082686,0.878974,0.589329,0.526220,-0.661290,0.955811,0.570673,0.388955,-0.055981,0.881861,0.584147,0.527659,-0.616542,0.942030,0.641095,0.618961,0.083070,0.999963,0.596217,0.625888,-0.083054,0.999970,0.710727,0.670260,-0.100554,0.879630,0.648692,0.696071,-0.323975,0.981584,0.607147,0.712464,0.182538,0.743678,0.557024,0.743565,-0.177525,0.957467,0.573209,0.713536,0.208634,0.767667,0.532348,0.746299,-0.161937,0.903244,0.614419,0.742469,0.173769,0.804753,0.585174,0.771800,-0.253224,0.959687
96,1.601951,0.577772,0.490440,-0.269945,0.999969,0.572411,0.484958,-0.237544,0.999941,0.573296,0.484752,-0.237550,0.999900,0.574451,0.483199,-0.237464,0.999916,0.565274,0.488024,-0.256955,0.999983,0.561824,0.489225,-0.257109,0.999980,0.557820,0.490236,-0.257064,0.999984,0.571422,0.486510,-0.071282,0.999904,0.551192,0.496842,-0.152449,0.999985,0.581535,0.494835,-0.209589,0.999943,0.573073,0.499695,-0.231300,0.999975,0.599473,0.504843,0.017651,0.999910,0.540255,0.537949,-0.189463,0.999982,0.585902,0.449946,0.033269,0.914896,0.512772,0.570913,-0.384708,0.994855,0.577230,0.393502,-0.000078,0.934773,0.565469,0.532570,-0.613328,0.980772,0.571533,0.382652,-0.031887,0.887530,0.579339,0.523971,-0.662497,0.960172,0.567716,0.381720,-0.029851,0.879233,0.580733,0.521965,-0.657666,0.958055,0.571418,0.386035,-0.005580,0.882231,0.574576,0.524005,-0.613522,0.944976,0.640208,0.618637,0.086725,0.999965,0.598217,0.625037,-0.086703,0.999972,0.707343,0.670093,-0.082102,0.879438,0.647531,0.695935,-0.327323,0.980727,0.606683,0.711756,0.189099,0.738804,0.555928,0.743725,-0.193533,0.957425,0.571890,0.712879,0.214498,0.766182,0.531299,0.746119,-0.179008,0.903490,0.614887,0.742411,0.182252,0.802612,0.584910,0.771829,-0.272914,0.960117
